ID,Model Technical Name,Display Name,Type,State
146,mail.message.subtype,Message subtypes,Regular,base
1857,mail.message.translation,Message Translation,Regular,base
151,mail.notification,Message Notifications,Regular,base
1869,mail.notification.web.push,Cron data used for web push notification,Regular,base
1870,mail.partner.device,Partner Web Push Device,Regular,base
903,mail.render.mixin,Mail Render Mixin,Regular,base
171,mail.resend.message,Email resend wizard,Transient,base
172,mail.resend.partner,Partner with additional information for mail resend,Transient,base
166,mail.shortcode,Canned Response / Shortcode,Regular,base
165,mail.template,Email Templates,Regular,base
923,mail.template.preview,Email Template Preview,Transient,base
1650,mail.template.reset,Mail Template Reset,Transient,base
157,mail.thread,Email Thread,Regular,base
161,mail.thread.blacklist,Mail Blacklist mixin,Regular,base
158,mail.thread.cc,Email CC management,Regular,base
1852,mail.thread.main.attachment,Mail Main Attachment management,Regular,base
190,mail.thread.phone,Phone Blacklist Mixin,Regular,base
1853,mail.tracking.duration.mixin,Mixin to compute the time a record has spent in each value a many2one field can take,Regular,base
147,mail.tracking.value,Mail Tracking Value,Regular,base
168,mail.wizard.invite,Invite wizard,Transient,base
806,mailing.contact,Mailing Contact,Regular,base
1729,mailing.contact.import,Mailing Contact Import,Transient,base
1540,mailing.contact.to.list,Add Contacts to Mailing List,Transient,base
1726,mailing.filter,Mailing Favorite Filters,Regular,base
807,mailing.list,Mailing List,Regular,base
811,mailing.list.merge,Merge Mass Mailing List,Transient,base
809,mailing.mailing,Mass Mailing,Regular,base
1541,mailing.mailing.schedule.date,schedule a mailing,Transient,base
813,mailing.mailing.test,Sample Mail Wizard,Transient,base
2672,mailing.sms.test,Test SMS Mailing,Transient,base
805,mailing.subscription,Mailing List Subscription,Regular,base
1927,mailing.subscription.optout,Mailing Subscription Reason,Regular,base
808,mailing.trace,Mailing Statistics,Regular,base
810,mailing.trace.report,Mass Mailing Statistics,Regular,base
1399,maintenance.equipment,Maintenance Equipment,Regular,base
1398,maintenance.equipment.category,Maintenance Equipment Category,Regular,base
1887,maintenance.mixin,Maintenance Maintained Item,Regular,base
1400,maintenance.request,Maintenance Request,Regular,base
1397,maintenance.stage,Maintenance Stage,Regular,base
1401,maintenance.team,Maintenance Teams,Regular,base
3208,mcp.enabled.model,MCP Enabled Model,Regular,base
3209,mcp.log,MCP Server Activity Log,Regular,base
3210,mcp.model.selection.wizard,MCP Model Selection Wizard,Transient,base
2275,message.edit.history,Mail Message Edit History,Regular,base
266,mrp.bom,Bill of Material,Regular,base
268,mrp.bom.byproduct,Byproduct,Regular,base
267,mrp.bom.line,Bill of Material Line,Regular,base
1095,mrp.consumption.warning,Wizard in case of consumption in warning/strict and more component has been used for a MO (related to the bom),Transient,base
1096,mrp.consumption.warning.line,Line of issue consumption,Transient,base
263,mrp.document,Production Document,Regular,base
275,mrp.production,Production Order,Regular,base
1094,mrp.production.backorder,Wizard to mark as done or create back order,Transient,base
1093,mrp.production.backorder.line,Backorder Confirmation Line,Transient,base
1750,mrp.production.split,Wizard to Split a Production,Transient,base
1751,mrp.production.split.line,Split Production Detail,Transient,base
1749,mrp.production.split.multi,Wizard to Split Multiple Productions,Transient,base
1596,mrp.report,Manufacturing Report,Regular,base
270,mrp.routing.workcenter,Work Center Usage,Regular,base
276,mrp.unbuild,Unbuild Order,Regular,base
271,mrp.workcenter,Work Center,Regular,base
1748,mrp.workcenter.capacity,Work Center Capacity,Regular,base
274,mrp.workcenter.productivity,Workcenter Productivity Log,Regular,base
273,mrp.workcenter.productivity.loss,Workcenter Productivity Losses,Regular,base
272,mrp.workcenter.productivity.loss.type,MRP Workorder productivity losses,Regular,base
1579,mrp.workcenter.tag,Add tag for the workcenter,Regular,base
277,mrp.workorder,Work Order,Regular,base
1984,mrp_production.additional.workorder,Additional Workorder,Transient,base
1141,mrp_workorder.additional.product,Additional Product,Transient,base
1987,onboarding.onboarding,Onboarding,Regular,base
1988,onboarding.onboarding.step,Onboarding Step,Regular,base
1986,onboarding.progress,Onboarding Progress Tracker,Regular,base
1989,onboarding.progress.step,Onboarding Progress Step Tracker,Regular,base
754,partner.activity.report,Partner Activity Analysis,Regular,base
1999,payment.capture.wizard,Payment Capture Wizard,Transient,base
369,payment.link.wizard,Generate Sales Payment Link,Transient,base
365,payment.method,Payment Method,Regular,base
364,payment.provider,Payment Provider,Regular,base
368,payment.provider.onboarding.wizard,Payment provider onboarding wizard,Transient,base
1584,payment.refund.wizard,Payment Refund Wizard,Transient,base
367,payment.token,Payment Token,Regular,base
366,payment.transaction,Payment Transaction,Regular,base
764,pending.activity.report,Pending Activity Report,Regular,base
188,phone.blacklist,Phone Blacklist,Regular,base
946,phone.blacklist.remove,Remove phone from blacklist,Transient,base
1737,picking.label.type,Choose whether to print product or lot/sn labels,Transient,base
1732,planning.analysis.report,Planning Analysis Report,Regular,base
1245,planning.planning,Schedule,Regular,base
1242,planning.recurrency,Planning Recurrence,Regular,base
1244,planning.role,Planning Role,Regular,base
1247,planning.send,Send Planning,Transient,base
1243,planning.slot,Planning Shift,Regular,base
1246,planning.slot.template,Shift Template,Regular,base
210,portal.mixin,Portal Mixin,Regular,base
211,portal.share,Portal Sharing,Transient,base
212,portal.wizard,Grant Portal Access,Transient,base
213,portal.wizard.user,Portal User Config,Transient,base
1798,privacy.log,Privacy Log,Regular,base
1799,privacy.lookup.wizard,Privacy Lookup Wizard,Transient,base
1800,privacy.lookup.wizard.line,Privacy Lookup Wizard Line,Transient,base
236,procurement.group,Procurement Group,Regular,base
196,product.attribute,Product Attribute,Regular,base
3067,product.attribute.category,product.attribute.category,Regular,base
396,product.attribute.custom.value,Product Attribute Custom Value,Regular,base
197,product.attribute.value,Attribute Value,Regular,base
1889,product.catalog.mixin,Product Catalog Mixin,Regular,base
192,product.category,Product Category,Regular,base
1890,product.document,Product Document,Regular,base
1340,product.image,Product Image,Regular,base
1473,product.label.layout,Choose the sheet layout to print the labels,Transient,base
425,product.margin,Product Margin,Transient,base
1470,product.packaging,Product Packaging,Regular,base
1231,product.price.report,Product Price Report,Transient,base
201,product.pricelist,Pricelist,Regular,base
202,product.pricelist.item,Pricelist Rule,Regular,base
193,product.product,Product Variant,Regular,base
1342,product.public.category,Website Product Category,Regular,base
222,product.removal,Removal Strategy,Regular,base
256,product.replenish,Product Replenish,Transient,base
1341,product.ribbon,Product ribbon,Regular,base
801,product.storage.location,product storage location,Regular,base
195,product.supplierinfo,Supplier Pricelist,Regular,base
1669,product.tag,Product Tag,Regular,base
191,product.template,Product,Regular,base
200,product.template.attribute.exclusion,Product Template Attribute Exclusion,Regular,base
198,product.template.attribute.line,Product Template Attribute Line,Regular,base
199,product.template.attribute.value,Product Template Attribute Value,Regular,base
1549,project.collaborator,Collaborators in project shared,Regular,base
1544,project.milestone,Project Milestone,Regular,base
435,project.project,Project,Regular,base
1545,project.project.stage,Project Stage,Regular,base
1937,project.project.stage.delete.wizard,Project Stage Delete Wizard,Transient,base
1552,project.share.wizard,Project Sharing,Transient,base
437,project.tags,Project Tags,Regular,base
436,project.task,Task,Regular,base
1551,project.task.burndown.chart.report,Burndown Chart,Regular,base
2647,project.task.convert.wizard,Convert Project Tasks to Tickets,Transient,base
1049,project.task.recurrence,Task Recurrence,Regular,base
1546,project.task.stage.personal,Personal Task Stage,Regular,base
434,project.task.type,Task Stage,Regular,base
1056,project.task.type.delete.wizard,Project Task Stage Delete Wizard,Transient,base
1547,project.update,Project Update,Regular,base
1789,propose.change,Propose a change in the production,Transient,base
167,publisher_warranty.contract,Publisher Warranty Contract,Regular,base
373,purchase.bill.union,Purchases & Bills Union,Regular,base
370,purchase.order,Purchase Order,Regular,base
371,purchase.order.line,Purchase Order Line,Regular,base
372,purchase.report,Purchase Report,Regular,base
763,quality.alert,Quality Alert,Regular,base
761,quality.alert.stage,Quality Alert Stage,Regular,base
758,quality.alert.team,Quality Alert Team,Regular,base
762,quality.check,Quality Check,Regular,base
2668,quality.check.wizard,Wizard for Quality Check Pop Up,Transient,base
757,quality.point,Quality Control Point,Regular,base
756,quality.point.test_type,Quality Control Test Type,Regular,base
759,quality.reason,Root Cause for Quality Failure,Regular,base
760,quality.tag,Quality Tag,Regular,base
433,rating.mixin,Rating Mixin,Regular,base
432,rating.parent.mixin,Rating Parent Mixin,Regular,base
431,rating.rating,Rating,Regular,base
343,report.account.report_hash_integrity,Get hash integrity result as PDF.,Regular,base
1027,report.account.report_invoice,Account report without payment lines,Regular,base
340,report.account.report_invoice_with_payments,Account report with payment lines,Regular,base
799,report.account_batch_payment.print_batch_payment,Batch Deposit Report,Regular,base
94,report.base.report_irmodulereference,Module Reference Report (base),Regular,base
1224,report.hr_holidays.report_holidayssummary,Holidays Summary Report,Regular,base
68,report.layout,Report Layout,Regular,base
2665,report.maintenance_worksheet.maintenance_worksheet,Maintenance Request Worksheet Custom Report,Regular,base
283,report.mrp.report_bom_structure,BOM Overview Report,Regular,base
1980,report.mrp.report_mo_overview,MO Overview Report,Regular,base
411,report.mrp_account_enterprise.mrp_cost_structure,MRP Cost Structure Report,Regular,base
412,report.mrp_account_enterprise.product_template_cost_structure,Product Template Cost Structure Report,Regular,base
69,report.paperformat,Paper Format Config,Regular,base
203,report.product.report_pricelist,Pricelist Report,Regular,base
1893,report.product.report_producttemplatelabel2x7,Product Label Report 2x7,Regular,base
1895,report.product.report_producttemplatelabel4x12,Product Label Report 4x12,Regular,base
1896,report.product.report_producttemplatelabel4x12noprice,Product Label Report 4x12 No Price,Regular,base
1894,report.product.report_producttemplatelabel4x7,Product Label Report 4x7,Regular,base
1472,report.product.report_producttemplatelabel_dymo,Product Label Report,Regular,base
438,report.project.task.user,Tasks Analysis,Regular,base
2669,report.quality_control.quality_worksheet,Quality Worksheet Report,Regular,base
2670,report.quality_control.quality_worksheet_internal,Quality Worksheet Internal Report,Regular,base
1687,report.sign.green_savings_report,Green Savings Report model,Regular,base
1561,report.stock.label_lot_template_view,Lot Label Report,Regular,base
1560,report.stock.label_product_product_view,Product Label Report,Regular,base
241,report.stock.quantity,Stock Quantity Report,Regular,base
1559,report.stock.report_reception,Stock Reception Report,Regular,base
242,report.stock.report_stock_rule,Stock rule report,Regular,base
2679,request.appraisal,Request an Appraisal,Transient,base
80,res.bank,Bank,Regular,base
87,res.company,Companies,Regular,base
82,res.config,Config,Transient,base
83,res.config.installer,Config Installer,Transient,base
84,res.config.settings,Config Settings,Transient,base
71,res.country,Country,Regular,base
72,res.country.group,Country Group,Regular,base
73,res.country.state,Country state,Regular,base
85,res.currency,Currency,Regular,base
86,res.currency.rate,Currency Rate,Regular,base
88,res.groups,Access Groups,Regular,base
74,res.lang,Languages,Regular,base
78,res.partner,Contact,Regular,base
187,res.partner.autocomplete.sync,Partner Autocomplete Sync,Regular,base
81,res.partner.bank,Bank Accounts,Regular,base
76,res.partner.category,Partner Tags,Regular,base
1483,res.partner.iap,Partner IAP,Regular,base
79,res.partner.industry,Industry,Regular,base
77,res.partner.title,Partner Title,Regular,base
90,res.users,User,Regular,base
882,res.users.apikeys,Users API Keys,Regular,base
883,res.users.apikeys.description,API Key Description,Transient,base
884,res.users.apikeys.show,Show API Key,Regular,base
1626,res.users.deletion,Users Deletion Request,Regular,base
881,res.users.identitycheck,Password Check Wizard,Transient,base
89,res.users.log,Users Log,Regular,base
1445,res.users.settings,User Settings,Regular,base
1446,res.users.settings.volumes,User Settings Volumes,Regular,base
16,reset.view.arch.wizard,Reset View Architecture Wizard,Transient,base
134,resource.calendar,Resource Working Time,Regular,base
135,resource.calendar.attendance,Work Detail,Regular,base
137,resource.calendar.leaves,Resource Time Off Detail,Regular,base
133,resource.mixin,Resource Mixin,Regular,base
136,resource.resource,Resources,Regular,base
403,sale.advance.payment.inv,Sales Advance Payment Invoice,Transient,base
793,sale.discount.report,Sale Discount Report,Transient,base
2060,sale.mass.cancel.orders,Cancel multiple quotations,Transient,base
397,sale.order,Sales Order,Regular,base
1147,sale.order.cancel,Sales Order Cancel,Transient,base
2062,sale.order.discount,Discount Wizard,Transient,base
398,sale.order.line,Sales Order Line,Regular,base
413,sale.order.option,Sale Options,Regular,base
414,sale.order.template,Quotation Template,Regular,base
415,sale.order.template.line,Quotation Template Line,Regular,base
416,sale.order.template.option,Quotation Template Option,Regular,base
402,sale.payment.provider.onboarding.wizard,Sale Payment provider onboarding wizard,Transient,base
399,sale.report,Sales Analysis Report,Regular,base
1233,sale.revision,Sales Quotation Revisions,Regular,base
1234,sale.revision.line,Sales Quotation Revisions Line,Regular,base
1161,save.spreadsheet.template,Spreadsheet Template Save Wizard,Transient,base
996,sequence.mixin,Automatic sequence,Regular,base
1496,sign.duplicate.template.pdf,Sign Duplicate Template with new PDF,Transient,base
746,sign.item,Fields to be sign on Document,Regular,base
745,sign.item.option,Option of a selection Field,Regular,base
748,sign.item.role,Signature Item Party,Regular,base
747,sign.item.type,Signature Item Type,Regular,base
749,sign.log,Sign requests access history,Regular,base
740,sign.request,Signature Request,Regular,base
741,sign.request.item,Signature Request Item,Regular,base
742,sign.request.item.value,Signature Item Value,Regular,base
750,sign.send.request,Sign send request,Transient,base
751,sign.send.request.signer,Sign send request signer,Transient,base
743,sign.template,Signature Template,Regular,base
744,sign.template.tag,Sign Template Tag,Regular,base
2656,slide.answer,Slide Question's Answer,Regular,base
2659,slide.channel,Course,Regular,base
2663,slide.channel.invite,Channel Invitation Wizard,Transient,base
2658,slide.channel.partner,Channel / Partners (Members),Regular,base
2661,slide.channel.tag,Channel/Course Tag,Regular,base
2660,slide.channel.tag.group,Channel/Course Groups,Regular,base
2657,slide.embed,Embedded Slides View Counter,Regular,base
2655,slide.question,Content Quiz Question,Regular,base
2654,slide.slide,Slides,Regular,base
2652,slide.slide.partner,Slide / Partner decorated m2m,Regular,base
2662,slide.slide.resource,Additional resource for a particular slide,Regular,base
2653,slide.tag,Slide Tag,Regular,base
218,sms.composer,Send SMS Wizard,Transient,base
220,sms.resend,SMS Resend,Transient,base
219,sms.resend.recipient,Resend Notification,Transient,base
215,sms.sms,Outgoing SMS,Regular,base
216,sms.template,SMS Templates,Regular,base
221,sms.template.preview,SMS Template Preview,Transient,base
1678,sms.template.reset,SMS Template Reset,Transient,base
1911,sms.tracker,Link SMS to mailing/sms tracking models,Regular,base
206,snailmail.letter,Snailmail Letter,Regular,base
208,snailmail.letter.format.error,Format Error Sending a Snailmail Letter,Transient,base
209,snailmail.letter.missing.required.fields,Update address of partner,Transient,base
1382,social.account,Social Account,Regular,base
1689,social.account.revoke.youtube,Revoke YouTube Account,Transient,base
1384,social.live.post,Social Live Post,Regular,base
1381,social.media,Social Media,Regular,base
1383,social.post,Social Post,Regular,base
1488,social.post.template,Social Post Template,Regular,base
1756,social.post.to.lead,Convert Social Post to Lead,Transient,base
1385,social.stream,Social Stream,Regular,base
1387,social.stream.post,Social Stream Post,Regular,base
1388,social.stream.post.image,Social Stream Post Image Attachment,Regular,base
1386,social.stream.type,Social Stream Post,Regular,base
1389,social.twitter.account,Social Twitter Account,Regular,base
1162,spreadsheet.contributor,Spreadsheet Contributor,Regular,base
1802,spreadsheet.dashboard,Spreadsheet Dashboard,Regular,base
1801,spreadsheet.dashboard.group,Group of dashboards,Regular,base
1939,spreadsheet.dashboard.share,Copy of a shared dashboard,Regular,base
1805,spreadsheet.document.to.dashboard,Create a dashboard from a spreadsheet document,Transient,base
1923,spreadsheet.mixin,Spreadsheet mixin,Regular,base
1574,spreadsheet.revision,Collaborative spreadsheet revision,Regular,base
1163,spreadsheet.template,Spreadsheet Template,Regular,base
244,stock.assign.serial,Stock Assign Serial Numbers,Transient,base
250,stock.backorder.confirmation,Backorder Confirmation,Transient,base
1076,stock.backorder.confirmation.line,Backorder Confirmation Line,Transient,base
247,stock.change.product.qty,Change Product Quantity,Transient,base
1072,stock.forecasted_product_product,Stock Replenishment Report,Regular,base
1073,stock.forecasted_product_template,Stock Replenishment Report,Regular,base
1564,stock.inventory.adjustment.name,Inventory Adjustment Reference / Reason,Transient,base
1562,stock.inventory.conflict,Conflict in Inventory,Transient,base
1563,stock.inventory.warning,Inventory Adjustment Warning,Transient,base
1228,stock.landed.cost,Stock Landed Cost,Regular,base
1229,stock.landed.cost.lines,Stock Landed Cost Line,Regular,base
226,stock.location,Inventory Locations,Regular,base
230,stock.lot,Lot/Serial,Regular,base
228,stock.move,Stock Move,Regular,base
229,stock.move.line,Product Moves (Stock Move Line),Regular,base
1078,stock.orderpoint.snooze,Snooze Orderpoint,Transient,base
259,stock.package.destination,Stock Package Destination,Transient,base
194,stock.package.type,Stock package type,Regular,base
240,stock.package_level,Stock Package Level,Regular,base
232,stock.picking,Transfer,Regular,base
231,stock.picking.type,Picking Type,Regular,base
223,stock.putaway.rule,Putaway Rule,Regular,base
233,stock.quant,Quants,Regular,base
234,stock.quant.package,Packages,Regular,base
1947,stock.quant.relocate,Stock Quantity Relocation,Transient,base
252,stock.quantity.history,Stock Quantity History,Transient,base
1566,stock.replenishment.info,Stock supplier replenishment information,Transient,base
1739,stock.replenishment.option,Stock warehouse replenishment option,Transient,base
284,stock.report,Stock Report,Regular,base
1565,stock.request.count,Stock Request an Inventory Count,Transient,base
246,stock.return.picking,Return Picking,Transient,base
245,stock.return.picking.line,Return Picking Line,Transient,base
227,stock.route,Inventory Routes,Regular,base
235,stock.rule,Stock Rule,Regular,base
253,stock.rules.report,Stock Rules report,Transient,base
248,stock.scheduler.compute,Run Scheduler Manually,Transient,base
239,stock.scrap,Scrap,Regular,base
1557,stock.storage.category,Storage Category,Regular,base
1558,stock.storage.category.capacity,Storage Category Capacity,Regular,base
243,stock.traceability.report,Traceability Report,Transient,base
257,stock.track.confirmation,Stock Track Confirmation,Transient,base
258,stock.track.line,Stock Track Line,Transient,base
1230,stock.valuation.adjustment.lines,Valuation Adjustment Lines,Regular,base
374,stock.valuation.layer,Stock Valuation Layer,Regular,base
1115,stock.valuation.layer.revaluation,Wizard model to reavaluate a stock inventory for a product,Transient,base
237,stock.warehouse,Warehouse,Regular,base
238,stock.warehouse.orderpoint,Minimum Inventory Rule,Regular,base
254,stock.warn.insufficient.qty,Warn Insufficient Quantity,Regular,base
255,stock.warn.insufficient.qty.scrap,Warn Insufficient Scrap Quantity,Transient,base
282,stock.warn.insufficient.qty.unbuild,Warn Insufficient Unbuild Quantity,Transient,base
1599,stock_barcode.cancel.operation,Cancel Operation,Transient,base
994,studio.approval.entry,Studio Approval Entry,Regular,base
1706,studio.approval.request,Studio Approval Request,Regular,base
993,studio.approval.rule,Studio Approval Rule,Regular,base
430,studio.mixin,Studio Mixin,Regular,base
1360,survey.invite,Survey Invitation Wizard,Transient,base
1356,survey.question,Survey Question,Regular,base
1357,survey.question.answer,Survey Label,Regular,base
1355,survey.survey,Survey,Regular,base
1358,survey.user_input,Survey User Input,Regular,base
1359,survey.user_input.line,Survey User Input Line,Regular,base
1634,template.reset.mixin,Template Reset Mixin,Regular,base
1571,theme.ir.asset,Theme Asset,Regular,base
1330,theme.ir.attachment,Theme Attachments,Regular,base
1329,theme.ir.ui.view,Theme UI View,Regular,base
1333,theme.utils,Theme Utils,Regular,base
1331,theme.website.menu,Website Theme Menu,Regular,base
1332,theme.website.page,Website Theme Page,Regular,base
1241,timer.mixin,Timer Mixin,Regular,base
1240,timer.timer,Timer Module,Regular,base
126,uom.category,Product UoM Categories,Regular,base
127,uom.uom,Product Unit of Measure,Regular,base
755,user.activity.report,Users Activity Analysis,Regular,base
140,utm.campaign,UTM Campaign,Regular,base
139,utm.medium,UTM Medium,Regular,base
144,utm.mixin,UTM Mixin,Regular,base
141,utm.source,UTM Source,Regular,base
1629,utm.source.mixin,UTM Source Mixin,Regular,base
142,utm.stage,Campaign Stage,Regular,base
143,utm.tag,UTM Tag,Regular,base
329,validate.account.move,Validate Account Move,Transient,base
1142,vendor.delay.report,Vendor Delay Report,Regular,base
122,web_editor.assets,Assets Utils,Regular,base
123,web_editor.converter.test,Web Editor Converter Test,Regular,base
124,web_editor.converter.test.sub,Web Editor Converter Subtest,Regular,base
125,web_tour.tour,Tours,Regular,base
1324,website,Website,Regular,base
1597,website.base.unit,Unit of Measure for price per unit on eCommerce products.,Regular,base
1572,website.configurator.feature,Website Configurator Feature,Regular,base
1973,website.controller.page,Model Page,Regular,base
1320,website.cover_properties.mixin,Cover Properties Website Mixin,Regular,base
1325,website.menu,Website Menu,Regular,base
1321,website.multi.mixin,Multi Website Mixin,Regular,base
1326,website.page,Page,Regular,base
1322,website.published.mixin,Website Published Mixin,Regular,base
1323,website.published.multi.mixin,Multi Website Published Mixin,Regular,base
1328,website.rewrite,Website rewrite,Regular,base
1337,website.robots,Robots.txt Editor,Transient,base
1327,website.route,All Website Route,Regular,base
1343,website.sale.extra.field,E-Commerce Extra Info Shown on product page,Regular,base
1569,website.searchable.mixin,Website Searchable Mixin,Regular,base
1319,website.seo.metadata,SEO metadata,Regular,base
1336,website.snippet.filter,Website Snippet Filter,Regular,base
1334,website.track,Visited Pages,Regular,base
1335,website.visitor,Website Visitor,Regular,base
1757,website.visitor.push.subscription,Push Subscription for a Website Visitor,Regular,base
471,wizard.boards.legs.availability,Wizard Show Boards Legs Availability,Transient,base
470,wizard.import.account.balance,Wizard Import Account Balance,Transient,base
10,wizard.ir.model.menu.create,Create Menu Wizard,Transient,base
2664,worksheet.template,Worksheet Template,Regular,base
711,x_invoice,Invoice,Regular,manual
2666,x_maintenance_request_worksheet_template_1,Service,Regular,manual
2681,x_varinat,varinat,Regular,manual
